36	36	1	a	"@alexroca91: Dream Crazier

“No one can ever say you can’t do something. If I fail, I’ll see that for myself. But let me try, let me fly, and I’ll find out.”
⠀
Ever since he was a kid, @AlexRoca91’s Crazy Dream was always there. At first, doctors said he was crazy to even walk. Now he’s training to become the first athlete with cerebral palsy to finish the 600km Titan Desert Race, one of the toughest races on the planet. #justdoit"
37	37	1	a	"“Believe in yourself and trust that your mind and heart can break barriers.” @kipchogeeliud
⠀
It takes more than elite endurance to win a world championship. More than a timely kick to take home a gold medal. More than a stubborn work ethic to break a world record.
⠀
It takes a whole lot of belief. And that same belief carried Eliud Kipchoge to win today in London. #justdoit"
38	38	1	a	"Mo Farah: Dream Crazier

“Most people think that there is a limit, but there is always more.” @gomofarah
⠀
For most people, this isn’t what retirement looks like. Most people relax. They spend less time on the road and more time at home. Most people slow down.
⠀
Obviously, Mo Farah is not most people. #justdoit"
39	39	1	a	Never stop chasing your crazy dream. #justdoit
40	40	1	a	"“It is great to see the trend of women coming to the marathon, taking on the challenge and really growing with it.” - @paula_radcliffe
⠀
Tomorrow, 60,000 runners will line up in Paris. That’s 60,000 runners who’ve committed weekends, early mornings, late nights, some sanity, and a few toenails to run 26.2 miles. Yeah, they’ve given up a lot. But it’s nothing compared to what they’ve gained.
⠀
Follow @nikerunning to support @voltwomen. #justdoit"
41	41	1	a	This is what it looks like to be a two-time figure skating Olympic medalist. @jmedvedevaj #justdoit
42	42	1	a	"@jmedvedevaj: Dream Crazier

“The most important thing for me is to do everything from the heart.”
⠀
Evgenia Medvedeva’s crazy dream isn’t to win a world championship. She’s done that, twice. It isn’t to make it to the Olympics. She’s brought home two medals. It isn’t even to break a world record. Because she’s already shattered one.
⠀
Evgenia’s crazy dream isn’t an accolade or accomplishment. It isn't written in a record book. It’s written on her heart. #justdoit"
43	43	1	a	"Sam Kerr: Birthplace of Dreams

Sam Kerr
Four Time Golden Boot Winner
Perth Australia

Introducing Birthplace of Dreams. Stream the series premiere featuring @samanthakerr20 on IGTV now. #justdoit"
44	44	1	a	"“World’s greatest selfie? I’d like to think so.” — @samanthakerr20
⠀
First, find a crazy dream. Then, find the others whose dreams are just as crazy. #justdoit"
45	45	1	a	"Ayesha McGowan: Dream Crazier

“At the end of the day, it’s all about opportunity. My goal is to knock down the door.” @ayesuppose
⠀
Ayesha McGowan’s crazy dream isn’t just for her. It’s for an entire generation of black women who come after her. #justdoit"
46	46	1	a	"The Honeybeez: Dream Crazier

“Any dream is possible. If you just want this crazy dream to happen, you just have to put the work in.""
⠀
You know what some people consider a crazy dream? A body positive world. One that's full of confidence. A world that’s dripping in self-love.
⠀
But that’s the ""crazy” world that Montgomery’s Honeybeez are fighting for. #justdoit"
47	47	0	a	🌽 Iowa 🌽
48	48	0	a	The most important job of any elected leader is to call people to their highest values and to bring them together in pursuit of our highest goals. No leader can do this alone.
49	49	1	a	For too many Americans, the past is present. It’s time to end the corrosion of the American soul and confront the persistent inequalities in our system. To do anything else is not enough.
50	50	0	a	It doesn’t matter how you get there... #WinTheEra
51	51	0	a	Community is where we find our strength.
52	52	1	a	Here’s a quick behind the scenes look at yesterday’s foreign policy speech in Bloomington. We are in a moment of great challenge and possibility — let us rise to meet it.
53	53	1	a	It’s not about one person or one issue or even one election — it can’t be. This movement has to be about all of us, from every community and every city. Will you stand with us?
54	54	0	a	Any requests?
55	55	0	a	👀
56	56	1	a	It’s time for the next generation of leadership to step up. We can define the next era, but only if we work together and only if we start now. Are you with us?
57	57	0	a	🤝 in Iowa
58	58	1	a	Thanks to everyone who turned out for our picnic in Cedar Rapids before @iademocrats Hall of Fame dinner.
59	59	0	a	Matthew Shepard's death forced America to confront deadly homophobia. Lifting up the next generation of LGBTQ leaders is a tribute to his life and legacy. It was an honor to participate in last night's presentation of Iowa's Matthew Shepard Scholarships.
60	60	0	a	👕
61	61	1	a	Education is part of the basis for freedom in this country, which is why it is time for a Secretary of Education who believes in public education.
62	62	0	a	Just one week after performing at Obama's inauguration in 2013, Hadiya Pendleton was killed blocks from her school. She was 15. Today we #WearOrange to honor her and all victims of gun violence, and show unity around the insistence that this cannot remain our reality.
63	63	0	a	Less than two generations ago, Rev. Martin Luther King Jr. implored America from this pulpit to live up to its values. I appreciate Ebenezer Baptist Church's Rev. Raphael Warnock taking the time to show me such an important piece of our history.
64	64	0	a	On a clear day you can see forever.
65	65	0	a	Even the littlest voices deserve to be heard.
66	66	1	a	We need to come up with something completely different — that's where I come in.
67	67	1	a	Thursday at 11PM on @shodesusandmero
68	68	0	a	It’s about people.
69	69	0	a	Behind the scenes at this week’s #PeteRetreat
70	70	0	a	😊
71	71	1	a	There is no honest politics that revolves around the word again.
72	72	0	a	Miss you.
73	73	0	a	good at literally everything
74	74	1	a	🖤my 💎@jadellebh choker, thank you @kimkardashian for my birthday present 🖤
75	75	0	a	baby shark
76	76	0	a	natural beauty
77	77	1	a	Travel Diary: Bali 🌴on poosh.com
78	78	1	a	I sat down with my friend Emily to talk about our love of lingerie, inner confidence, building an empire, and never letting negativity get in the way. Our convo is live on poosh.com
79	79	1	a	Find out which foundation I use every day that is actually good for your skin🧡on poosh.com
80	80	0	a	Right before @kendalljenner got sick of me sharing her bedroom, bathroom, bathrobe, wardrobe, and bed with her ... she’ll be begging me to come back soon.
81	81	0	a	Catching up on some reading.
82	82	1	a	I love being pregnant. Things I did to help me feel so good during my pregnancies on poosh.com 👼🏼👼🏼👼🏼 link in bio
83	83	0	a	40-year-old virgin
84	84	1	a	My Bali travel diary is up on @poosh today ❤️
85	85	1	a	My Bali travel diary is up on @poosh today 🖤
86	86	1	a	“Is my tampon string showing?” @steph_shep whispered to me. The source of life shouldn’t be embarrassing or hard to talk about. Mothers, teach your sons too. Join me and Steph in the conversation on poosh.com, and Happy Menstrual Hygiene Day!
87	87	0	a	happy
88	88	1	a	Cheat days are necessary, how the @poosh team and I enjoy our guilt-free days off on poosh.com 🥐
89	89	1	a	"favorite picture from my @papermagazine shoot

Photography: @jamienelson6
Story: @katfrozenpizza
Managing Editor: @justintmoran
Art Direction: @dwndwntwn
Stylist: @chloeandchenelle
Makeup: @miyakemakeup
Hair: @andrewfitzsimons
Nails: @kimkimnails
Set Design: Daniel Horowitz
Seamstress: @osumenko
On-Set Producer: @gveeve"
90	90	0	a	My absolute favorite photo from Kanye and Kim’s wedding is this one of Mason. We couldn’t find him, it was almost time to walk down the aisle and he was the ring bearer. We finally found him asleep underneath a table in the back room in the old Italian fortress where we were all getting ready. My baby is so big now 😫 Penelope was just a baby at the wedding and Reign was in my tummy but nobody knew yet. Happy five year anniversary! ❤️
91	91	1	a	what we do on our lunch break at my @papermagazine shoot 📸:@andrewfitzsimons
92	92	1	a	"Poosh Calling ☎️ @papermagazine

Photography: @jamienelson6
Story: @katfrozenpizza
Managing Editor: @justintmoran
Art Direction: @dwndwntwn
Stylist: @chloeandchenelle
Makeup: @miyakemakeup
Hair: @andrewfitzsimons
Nails: @kimkimnails
Set Design: Daniel Horowitz
Seamstress: @osumenko
On-Set Producer: @gveeve"
93	93	0	a	love me
94	94	0	a	say tequila 📸
95	95	0	a	"“Cultural appreciation”, rather than “Cultural appropriation.” Hanbok is soo beautiful!! 😍🌎🎎 #repost - guess I was daydreaming and deleted my photo by accident. 🙄
.
.
.
.#korea#soeul#hanbok#outfit#travel#amazing#fashion#gorgeous#asian#culture#chinese#losangeles#summer#love#tbt#throwback#beautiful#beauty#photoshoot#model#lifestyle#style#dailylook"
96	96	0	a	"Double thumbs up for the breathtaking view on top of the Xianggong Mountain! 🌎🙌🏼
.
.
.
.
.#china#travel#guilin#yangshuo#nature#hike#fitness#fit#amazing#beauty#view#beautiful#chinesegirl#losangeles#wanderlust#vacation#instadaily#motivation#beautiful#lifestyle#style#sports#love#gorgeous"
97	97	0	a	"Former U.S. President Nixon said that he and his wife had been to over 80 countries and 100 cities all over the world, but nowhere else is as pretty as Yangshuo, Guilin in China. Ancient Chinese poets said “ The mountains and rivers of Guilin are the most beautiful around the world.” Oh well, I was definitely impressed by the stunning scenery of this small town in the Southwest of China. What a pleasure to be here!! .
.
.
.
.#guilin#yangshuo#china#nature#amazing#view#travel#chinese#beautiful#mountains#river#instatravel#fashion#fitness#hike#instadaily#lifestyle#style#sports#outdoors#beauty#losangeles#wanderlust#vacation"
98	98	0	a	"24 hours in Guangzhou - signtseeing turned into a photoshoot. 😆
.
.
.
.
.#travel#guangzhou#canton#vacation#photoshoot#instatravel#model#beauty#losangeles#asiangirls#love#amazing#fashion#dress#style#lifestyle#la#pose#summer#ootd#outfit#dress#instadaily#cute#makeup"
99	99	0	a	"Two years ago, I took Steve to one of the most scenic spots - Yangma Island -in my hometown, where he took my photo and was amazed at the beauty of where I grew up. Two years later, we came back here as a married couple and he snapped a photo of me at the exactly same location. 💕 .
.
.
.
.#home#china#chinese#beauty#cute#beautiful#fashion#travel#lifestyle#style#amazing#love#loveyou#wanderlust#instatravel#yantai#ocean#view#nature#ootd#goals#couple#sweet#cutie#outfit#lookbook"
100	100	0	a	"Steve said i should wear this ancient Chinese outfit to school every day. 😍 i agree! .
.
.
.#chinese#wedding#girl#amazing#beauty#beautiful#gorgeous#stunning#flawless #girl#look#makeup#style#fashion#model#lifestyle#ootd#outfit#photooftheday#mua#asian#red#bride#photoshoot#portrait#photography"
101	101	0	a	"Oh my Buddha! The view is so incredible that photos cannot do it justice. 🤗
.
.
.
.#home#amazing#view#fashion#style#lifestyle#vacation#travel#wanderlust#goodvibes#look#china#yantai#photooftheday#losangeles#summer#outfit#gorgeous#beautiful#loveit#instatravel#goals#chinesegirl"
102	102	0	a	"Re-visiting Jeju Island after almost 19 years 💕
.
.
.
.#jeju#korea#travel#wanderlust#vacation#instagood#love#view#instatravel#amazing#beauty#beautiful#portrait#losangeles#fashion#style#lifestyle#outfit#wiwt#asian#babe#look#model"
103	103	0	a	"Happy Mother’s Day, 妈妈！My role model, my best friend and my inspiration! 💕❤️
.
.
.
.#mothersday#mom#mother#photooftheday#beautiful#cute#amazing#losangeles#daughter#tbt#ily#love#loveyou#instalove#look#wedding#family#instagood#fam#ootd#losangeles#la#beauty#pretty#china#portrait#inspiration"
104	104	0	a	"Awkward smile 🙂
.
.
.
.
.#photooftheday#flowers#travel#weekend#tbt#instagood#love#beauty#spring#outfit#fashion#girl#losangeles#lifestyle#style#amazing#look#fun#smile#colorful#gorgeous#beautiful#instatravel#makeup#wiwt"
105	105	1	a	"This Glycolic Acid from @yeouthskincare is my recent addition to my skincare routine. I’ve been using it for several weeks and really enjoyed how it effectively hydrates and softens my skin. It also evens out blemishes on my face! I look forward to noticing more difference in the upcoming weeks 🤗😎! Use code SOCIAL20 to get 20% off on your first order on Yeouth.com! #ad#sponsored .
.
.
.
.#skin#skincareroutine#skincare#boost#facial#product#amazing#cosmetics#selfie#me#portrait#la#losangeles#girl#loveyourself#sunkissed#beauty#fitness#hair#makeup#mua#look#ootd#instagood#photooftheday#loveit#flawless"
106	106	0	a	"Goof ball 😳
.
.
.
.
.#alpaca#babe#cute#cutie#socal #adorable#goofy#tbt#weekend#travel#animal#wanderlust#amazing#instalove#losangeles#portrait#goodvibes#photooftheday#lovely#outfit#fashion#look#fun"
107	107	0	a	"My weekly meal plan: 🍓🌞strawberry shortcake, strawberry lemonade, strawberry pie, strawberry milkshake, strawberry salad... .
.
.
.
.#socal#weekend#wanderlust#instatravel#travel#nature#farm#losangeles#cute#amazing#fun#goodvibes#sunkissed#love#outfit#strawberry#beauty#fitness#fit#ootd#fashion#style#lifestyle#smile"
108	108	0	a	"In need a glass of wine to forget the cruel fact that finals are coming soon 😑🙄
.
.
.
.
.#photooftheday#beauty#girl#amazing#wine#winetasting#weekend#travel#wanderlust#instatravel#classy#ootd#photooftheday#photoshoot#beautiful#outfit#fashion#lifestyle#style#ootd#look#makeup#portrait#losangeles"
109	109	0	a	"High Tea date: a hug for the soul and spirit. 💕
.📷 ma cherie élégante @emanalami .
.
.
.
.#hightea#afternoontea#cute#lovely#date#tgif#losangeles#lifestyle#amazing#style#goals#ootd#outfit#whatiwore#wiwt#lookbook#look#fashion#travel#pink#love#sisters#friends#girls#la"
110	110	0	a	"Where’s Top of the World? Well, below my feet! 😛
.
.
.
.#spring#weekend#tbt#travel#fun#instagood#instatravel#wanderlust#fitness#fit#instalove#love#amazing#view#fashion#style#stylish#girl#outfit#losangeles#oc#photooftheday#ootd#goals"
111	111	0	a	"Happy birthday, my dearest hubby! I love you and thank you for always being older than me. #forever25 😛🥳🤣💕
.
.
.
.
.#happybirthday#birthday#hbd#hubby#cute#love#instalove#loveyou#iloveyou#losangeles#amazing#beautiful#la#style#lifestyle#sweet#couple#couplegoals#goals#foodporn#foodie#instagood#tgif"
112	112	0	a	"So happy/proud of my sistas for their big life events! Congrats on babe Valerie for being wifed up! I am so looking forward to your big day with your Mr. Right. 🎎Congrats on babe Nicole for securing a consulting job offer and soon graduating from USC with double degrees! 🎓 So happy for my squad!!! I guess we’re all killing it in the “adulting” lesson. Good things happen when you stay positive. .
.
.
.#friends#sisters#squadgoals#squad#goals#amazing#lovely#style#lifestyle#slay#friendship#instagood#instalove#love#stunning#weekend#hike#losangeles#nature#fitness#beauty#cute#girls"
113	113	0	a	"May I now be eligible for graduation from YouTube School of Makeup Tutorial? 😅🤔
.
.
.
.
.#makeup#mua#selfie#asian#babe#girl#makeuptutorial#weekend#face#cute#beauty#beautiful#losangeles#stunning#instagood#instalove#love#look#gorgeous#makeupartist#amazing#lookbook#hot#style"
114	114	0	a	"You are the soy sauce to my dumplings 🥟
.
.
.
.
.#couple#goals#couplegoals#wifey#hubby#losangeles#weekend#tbt#outfit#fashion#cute#sweet#ootd#wcw#lookbook#lifestyle#style#amazing#gorgeous#ball#lawschool#beautiful#love#stunning"
115	115	0	a	"March, let spring begin 💕🍃😍 btw where are the seals at? 🤔
.
.
.
.#fashion#outfit#style#lifestyle#ootd#lookbook#look#girl#beauty#beautiful#amazing#losangeles#spring#la#goodvibes#instagood#love#lovely#wiwt#daily#photooftheday#fashionista"
116	116	0	a	"When it’s -9 degree (-23 degrees Celsius) outside, but who cares?? ❄️❄️ 🛀🛁
.
.
.
.
.#goals#travel#quebec#beautiful#canada#wanderlust#instatravel#cute#amazing#love#pretty#girl#hot#losangeles#traveler#vacation#lifestyle#style#fashion#relax#relaxing#bath#look#lookbook#photooftheday"
117	117	0	a	"Our 3/100 Valentine’s Day. Marrying you is the best decision I made. @sdd250 💕😘
.
.
.
.
.#valentine#valentinesday#rose#weekend#fun#couple#goals#couplesgoals#amazing#cute#beautiful#beauty#love#instalove#style#lifestyle#losangeles#la#loveyou#photooftheday#fashion#ootd#look#gorgeous#gift"
118	118	0	a	"Hindu shenanigan 🙏
I’m a copycat @dzadykyan 😂
.
.
.
.
.#travel#fashion#weekend#fun#amazing#lovely#cute#instatravel#la#wanderlust#beauty#beautiful#gorgeous#outfit#happy#instagood#style#lifestyle#ootd#look#losangeles"
119	119	0	a	"Actually thinking about Asian food 😳
.
.
.
.
.#dominicanrepublic#honeymoon#dr#travel#amazing#fun#vacation#tbt#mua#makeup#fashion#style#lifestyle#outfit#cute#beauty#beautiful#foodporn#foodie#gorgeous#girl#losangeles#love#instatravel"
120	120	0	a	Such a great way to end an amazing return to South Carolina. Big thanks to everyone who joined us in Greenville this afternoon and across the state over the past three days. Looking forward to being back again soon.
121	121	0	a	‪Grateful for the opportunity to join Rev. Dr. Keith McDaniel Sr. and the congregation of Macedonia Missionary Baptist Church for a Father’s Day service this morning. ‬
122	122	0	a	‪Started a beautiful Sunday morning with a donut discussion in Spartanburg. Our thanks to Senator Reese for hosting us, for bringing everyone together, and for introducing us to the community as we continue to show up everywhere, for everyone, every single day.‬
123	123	0	a	Really great to be back in Columbia tonight to wrap up another inspiring day across South Carolina. Thank you to everyone who joined us.
124	124	0	a	Our fourth event of the day brought us to Sumter for an energizing town hall. Grateful for everyone who joined us, shared their ideas, offered their perspectives, and stepped up to be part of building this grassroots campaign across South Carolina and throughout our country.
125	125	1	a	‪Appreciate the veterans who joined me for a discussion in Sumter as they continue serving by advocating for those who they served alongside. We're going to fully invest in veteran resources and their education, job training, housing, mental and physical health care, and earned benefits. That's a promise this country must keep, and under my administration, we will.‬
126	126	0	a	‪Grateful for the powerful discussion in North Charleston this morning about fixing a justice system that is patently unjust. We are committed to continuing the urgent work necessary to secure equity, opportunity, justice, and full civil rights for everyone in this country.
127	127	1	a	‪We will #FightFor15 and we will win.‬
128	128	0	a	‪Today and every single day, I’m standing strong with workers in South Carolina and across the country to #fightfor15, to fight for a minimum wage that is a living wage, to fight for the right to organize at a time when unions are under attack, and to fight for an economy that works for all.‬
129	129	0	a	‪While visiting the Gullah Geechee Nation and hearing about their proud tradition of fierce independence, I saw where the Harriet Tubman Monument will be built and learned about Robert Smalls, who took possession of a confederate ship to bring more people freedom and to ensure justice at risk to his own life. Too often we see these heroic stories written out of our curriculum and written out of our history.
130	130	0	a	‪Grateful for the opportunity to meet with, listen to, and learn from citizens of the Gullah Geechee Nation during tonight’s town hall. Thank you for welcoming us and instructing us in the history and traditions that inspire not just this country but people beyond our shores.‬
131	131	1	a	Hope you’ll be watching tonight at 11:35 ET/10:35 CT!
132	132	1	a	‪Joining Stephen Colbert tonight on the Late Show! Hope you’ll be watching at 11:35 ET/10:35 CT.‬
133	133	1	a	I unveiled a robust plan today to protect LGBTQ+ rights and finally secure comprehensive legal protection for members of the LGBTQ+ community. The proposal would leverage executive power and call for congressional action that ensures that LGBTQ+ people have full equality and opportunity. Our plan not only includes actions to immediately reverse the Trump Administration’s discriminatory policies, but also calls for action to ensure equal treatment for LGBTQ+ individuals. Additionally, the plan prioritizes America’s role in protecting LGBTQ+ people around the globe. Full details in link.
134	134	0	a	‪Thank you to everyone who joined us on a run to the LGBT Memorial this morning as we celebrate Pride Month and commit to the work ahead so we can ensure there is full civil rights and full equality in this country.‬
135	135	0	a	Three years after Pulse, we honor the 49 lives that were senselessly taken with our actions. With a commitment to ending violence against LGBTQ+ Americans. With a commitment to fighting discrimination. And with a commitment to securing full equality. That’s why I just released a new plan that would ensure LGBTQ+ Americans can live openly without fear of discrimination or violence and would immediately reverse the Trump Administration’s discriminatory policies.
136	136	0	a	We’re showing up everywhere, talking to everyone, and building a grassroots campaign from the ground up. Last weekend in Iowa, we met with farmers and local leaders, got to hear from Iowans at four town halls, joined the Capital City Pride fest, and opened our Linn County organizing office. We’re building momentum in Iowa, and we’re not slowing down.
137	137	0	a	‪I don’t listen to the NRA or the gun lobby. I listen to people, and they’ve made it clear we need universal background checks without exception, to stop selling weapons of war into our communities, to implement red flag laws, and to fully fund research on ending gun violence.‬
138	138	0	a	Peggy told me that this was the first town hall she had ever been to. Very grateful that she joined us this morning.
139	139	0	a	‪Ban all PAC contributions to campaigns and finally return power to people in our democracy.‬
140	140	0	a	‪An energizing day at the Iowa Democratic Party Hall of Fame. So many incredible candidates, local leaders, organizers, and volunteers all coming together and fighting alongside one another to ensure that we not only defeat Trump but that we also overcome the greatest set of challenges this country has ever faced.‬ I’m confident that by working together, we are up to the task ahead of us.
141	141	0	a	Deeply grateful for the opportunity to join Pastor Whitfield and the congregation of Mt. Carmel Baptist Church this morning. A beautiful service and a reminder of the power and joy that we can bring forth when we come together to meet the challenges we face.‬
142	142	0	a	‪Amy and I started the morning at Morg’s Diner for breakfast with Rep. Ras Smith. Really great to hear about his leadership in the Waterloo community and his work in education to close the achievement gap while implementing dropout prevention services.‬
143	143	0	a	‪Getting to meet some of the volunteers in Linn County who are knocking on doors, organizing their community, and bringing more people into this campaign and our democracy.‬
144	144	0	a	Appreciate all of the incredible volunteers who were working hard tonight in Cedar Rapids and across the state.
145	145	0	a	"Hey there, Space Ranger 💫💚✨
.
.
.
Next Toy Story @thedisneybound up: Buzz Lightyear! 🌟 For this look, I did a white skirt with a green cami for Buzz’s space suit. I added a purple fanny pack because it also kind of reminds me of wings a little bit 😅 Then I added some green star earrings and some silver Space Ranger-worthy shoes! ✨ Also Taylor and I just finished watching Toy Story 3 this afternoon and I SOBBED LIKE A BABY 😭 When Andy is saying goodbye to Woody, go ahead and rip my heart out, Pixar 💔 Anyone else extremely emotionally invested in these animated toys?? Like they are a part of my very childhood 🥺"
146	146	0	a	"Aɴᴅʏ's {🅁🄾🄾🄼} ɪs ᴄᴏᴍɪɴɢ ☁️😱
.
.
.
Alright y’all, less than a week until Toy Story 4 is here and I’m really getting in the spirit!! I’ve already watched the first movie and plan on watching the other two before seeing the Fourth one in theaters! I go back and forth with which movie is my favorite, definitely either 2 or 3. I think the Third one is the funniest, but Jessie’s When She Loved Me song hits me right in the feels every time 😢💔. Which movie is your favorite?? 💙"
147	147	1	a	"Right here, direct from the lamp. Right here for your very much wish-fulfillment. Thank you 🧞‍♂️💙✨
.
.
.
I know I posted this Genie Bound with the Lamp a little while ago, but I just had to highlight this outfit on its own because I think it’s one of my favorite Bounds I’ve put together!! I have the blue pants to match Genie’s signature color. The top has zigzag red and gold stripes for Genie’s belt and cuffs. I also added some earrings with Genie’s silhouette from @couturekingdomofficial. Finally I did a little makeup look complete with magical glitter and Genie blue eyeliner!! ❤️🤩"
148	148	1	a	"☀️Summer is my happy place ☀️ Y’all call me crazy, but I love dressing for the summer! Dresses, rompers, tanks, all of my favorite things 😎👗 I am SO EXCITED to post my first Lookbook video featuring some of my favorite @shopreddress Florida-approved pieces up on YouTube!! 😆 Here is a quick little snippet- head to the link in my bio to watch the full video and see all the looks!! 💕💕💕
.
.
.
Doing a video like this has honestly been a dream of mine for the longest time and I am just so proud of how it turned out!! 😭 Thank you to the best boyfriend ever @taylor.attebery who helped me make this video- it wouldn’t have been possible without him and he wins ALL the boy friend awards 🥇🏆😂 Let me know which look is your favorite and if you would like to see any other videos like this?? 😘🌈🙏🏻
.
.
.
#RDBabe #shopreddress #reddresscollab"
149	149	1	a	"You poor, simple fools. Thinking you could defeat me. Me! The Mistress of Evil 💜🖤
.
.
.
I had the wonderful opportunity the other night to check out the new Disney Villains After Hours event at Magic Kingdom 😈 If you don’t know, I have a huge soft spot for the villains. Maleficent is hands down my FAVORITE Disney character 💚 My favorite parts of the event were the DJ Dance Party by the castle and Space Mountain completely in the dark with villainous voices in the background (it seriously felt SO MUCH FASTER 😱)!!
.
.
.
For the event, of course I had to dress my best for the baddies 👑 My shirt has four of my favorite queens on it- Maleficent, Ursula, Cruella, and the Evil Queen herself 💔🗡 And then I did my makeup using the @colourpopcosmetics Disney Villains collection! My favorite part of the look was the Ursula lipstick💄 which made me ready to help some Poor Unfortunate Souls. Any volunteers?? 😈🐙
.
.
.
Thank you to Disney for inviting me! #hosted #villainsafterhours"
